City,State,lat,lon
Crystal,Michigan,43.2642,-84.9276
Peggs,Oklahoma,36.0673,-95.0718
Molino,Florida,30.7123,-87.324
Pleasant Hill,Illinois,39.4432,-90.873
Export,Pennsylvania,40.417,-79.6232
Donovan Estates,Arizona,32.7094,-114.6781
Hummels Wharf,Pennsylvania,40.8308,-76.841
Princeton,Iowa,41.672,-90.357
Arlington,South Dakota,44.3635,-97.1338
Coon Valley,Wisconsin,43.7024,-91.0112
Earth,Texas,34.2338,-102.4091
Loami,Illinois,39.6748,-89.8473
Triadelphia,West Virginia,40.0483,-80.623
Lexington,Alabama,34.9652,-87.3735
Hopedale,Ohio,40.3263,-80.8955
Kykotsmovi Village,Arizona,35.8576,-110.6338
Piney Point,Maryland,38.1483,-76.5201
Rincón,Puerto Rico,18.15,-66.1569
Mantorville,Minnesota,44.0656,-92.7537
Benkelman,Nebraska,40.0468,-101.5402
Linesville,Pennsylvania,41.6564,-80.4225
New Hope,Texas,33.2116,-96.5635
Bellemeade,Kentucky,38.251,-85.591
Offerman,Georgia,31.4088,-82.1132
Floyd Hill,Colorado,39.7217,-105.4313
Jeffersonville,Georgia,32.6863,-83.3433
Erick,Oklahoma,35.2156,-99.8686
Carlton,Minnesota,46.6628,-92.4067
Overbrook,Kansas,38.7794,-95.5569
Stephenson,Michigan,45.4137,-87.6091
Bethany Beach,Delaware,38.5391,-75.066
Rockwell,Iowa,42.98,-93.1872
La Villita,New Mexico,36.1001,-106.0515
Alexandria,Tennessee,36.0791,-86.0382
Grandfield,Oklahoma,34.2306,-98.6875
Lakeside City,Texas,33.8292,-98.5403
Odin,Illinois,38.6159,-89.0541
Strawberry,Arizona,34.4012,-111.51
Alpaugh,California,35.889,-119.4858
Gladbrook,Iowa,42.1861,-92.7151
Hillsdale,Missouri,38.6858,-90.2869
Ryland Heights,Kentucky,38.9701,-84.4607
Hartrandt,Wyoming,42.8836,-106.3492
Tres Pinos,California,36.7904,-121.3105
Primghar,Iowa,43.0864,-95.6207
Killbuck,Ohio,40.496,-81.9823
Paw Paw,Illinois,41.6877,-88.98
Plandome Heights,New York,40.8021,-73.7049
Hyndman,Pennsylvania,39.8207,-78.7214
Treynor,Iowa,41.232,-95.6063
Wheatland,Iowa,41.8331,-90.838
Rocky Ridge,Utah,39.9197,-111.8258
Castleton Four Corners,Vermont,43.6105,-73.2104
Hinton,Iowa,42.6212,-96.2977
Ringoes,New Jersey,40.4327,-74.8722
Schaefferstown,Pennsylvania,40.2968,-76.2939
Simsboro,Louisiana,32.5323,-92.7839
Mechanicsville,Iowa,41.9056,-91.2536
Higginson,Arkansas,35.1968,-91.7152
Gratis,Ohio,39.6485,-84.5286
East Sumter,South Carolina,33.9261,-80.295
Forest Hill,Louisiana,31.047,-92.5258
Barataria,Louisiana,29.7092,-90.1217
Grass Valley,Nevada,40.7971,-117.7603
Malaga,California,36.6816,-119.7318
Schoeneck,Pennsylvania,40.2453,-76.1766
Olinda,Hawaii,20.8261,-156.2917
Geneva-on-the-Lake,Ohio,41.8561,-80.9491
Luttrell,Tennessee,36.2096,-83.7485
Eagleville,Tennessee,35.7391,-86.6528
Pocono Pines,Pennsylvania,41.1162,-75.4588
Palo Alto,Pennsylvania,40.6861,-76.1699
Pigeon Creek,Ohio,41.1101,-81.6722
Kendall,Washington,48.9156,-122.1336
Kanawha,Iowa,42.9342,-93.7932
Rushmere,Virginia,37.0787,-76.6778
Kansas,Oklahoma,36.2053,-94.7888
Campbell,Texas,33.1483,-95.9532
Hanson,Kentucky,37.4184,-87.4809
Dakota City,Iowa,42.7229,-94.1977
Grawn,Michigan,44.6611,-85.6883
Stacey Street,Florida,26.6978,-80.1239
Trumbauersville,Pennsylvania,40.4133,-75.3803
Inverness,Mississippi,33.3543,-90.5913
Spaulding,Illinois,39.8663,-89.5447
Blue Lake,California,40.8814,-123.993
Central,Utah,37.415,-113.6262
Meadow,Texas,33.3377,-102.2058
Yaurel,Puerto Rico,18.03,-66.056
Wagram,North Carolina,34.8891,-79.3652
Valders,Wisconsin,44.0696,-87.8858
Waverly,Missouri,39.2072,-93.5186
Silverado Resort,California,38.3536,-122.2556
Hollister,North Carolina,36.2593,-77.9363
Lazy Acres,Colorado,40.0837,-105.3313
Griggstown,New Jersey,40.44,-74.5989
Point Hope,Alaska,68.3445,-166.6738
Troy,Montana,48.4614,-115.8909
Ridge Farm,Illinois,39.8957,-87.652
Lompico,California,37.11,-122.0523
Medford,Oklahoma,36.8035,-97.7378
Oil City,Louisiana,32.7454,-93.9758
Seelyville,Indiana,39.4936,-87.2667
New London,Missouri,39.5844,-91.3987
Belgrade,Minnesota,45.4506,-94.9998
Marrowstone,Washington,48.057,-122.6938
Clint,Texas,31.5901,-106.2289
Forest Home,New York,42.4529,-76.4693
Philpot,Kentucky,37.7356,-87.0013
Naalehu,Hawaii,19.0698,-155.5751
New Preston,Connecticut,41.6813,-73.3523
Ramsey,Illinois,39.1457,-89.1103
Aurora,Utah,38.9202,-111.9335
Vineyard Lake,Michigan,42.0868,-84.2102
Baconton,Georgia,31.3804,-84.1592
Martin Lake,Minnesota,45.3824,-93.0885
Philadelphia,Tennessee,35.6791,-84.3999
Goodfield,Illinois,40.6266,-89.2688
Honalo,Hawaii,19.581,-155.8985
Foots Creek,Oregon,42.3845,-123.1408
Pecos,New Mexico,35.5757,-105.6784
Hopland,California,38.9691,-123.1173
New Salem,Pennsylvania,39.9037,-76.7912
Gilbert Creek,West Virginia,37.5697,-81.8906
New Columbia,Pennsylvania,41.0424,-76.8764
Tribes Hill,New York,42.9479,-74.2989
Owyhee,Nevada,41.9165,-116.1825
Elizabeth,Illinois,42.3164,-90.2216
Mi Ranchito Estate,Texas,26.3878,-98.8733
Boyle,Mississippi,33.7065,-90.7249
Ellerbe,North Carolina,35.0718,-79.7595
Browerville,Minnesota,46.0805,-94.8645
Fish Lake,Indiana,41.5616,-86.5513
Castle Hill,California,37.8747,-122.0585
Madison,Kansas,38.1336,-96.1372
Plum Creek,Virginia,37.1267,-80.5048
Gadsden,South Carolina,33.848,-80.7663
Mount Royal,New Jersey,39.8099,-75.2137
White Deer,Texas,35.4332,-101.1751
Belmont,West Virginia,39.3787,-81.2634
Hi-Nella,New Jersey,39.8367,-75.022
Tomás de Castro,Puerto Rico,18.184,-66.0186
Midway,Pennsylvania,39.8081,-77.0053
Mauna Loa Estates,Hawaii,19.4274,-155.2213
White Plains,Kentucky,37.1707,-87.3801
Cyril,Oklahoma,34.8985,-98.203
Rice Tracts,Texas,26.0573,-97.6261
Happy Valley,New Mexico,32.4236,-104.2903
Mesa Verde,California,33.5957,-114.7317
Medora,Indiana,38.8247,-86.1711
Arnold,Nebraska,41.4231,-100.1936
Troy,Kansas,39.7846,-95.0937
Walnut Grove,Mississippi,32.5931,-89.4578
Bowman,Georgia,34.2051,-83.0309
Oaktown,Indiana,38.8717,-87.4412
Central Lake,Michigan,45.0694,-85.2625
Eden Valley,Minnesota,45.3255,-94.5456
Falkner,Mississippi,34.838,-88.9424
McKenzie,Alabama,31.5429,-86.7246
Allentown,Florida,30.7745,-87.0822
Chilchinbito,Arizona,36.5027,-110.0512
Randolph,Utah,41.6655,-111.1846
Montezuma,Indiana,39.7911,-87.3694
Odebolt,Iowa,42.3119,-95.2545
Hamel,Illinois,38.8894,-89.8425
Stateline,Nevada,38.9678,-119.944
Shoreham,Michigan,42.0604,-86.5115
Pocono Mountain Lake Estates,Pennsylvania,41.1567,-74.9646
Lewisville,Arkansas,33.3643,-93.5751
Holiday Lakes,Texas,29.2083,-95.5146
Brunswick,Missouri,39.4256,-93.1266
Frost,Texas,32.0788,-96.8084
Blairs,Virginia,36.6958,-79.3774
Blue Mounds,Wisconsin,43.0178,-89.8269
Macy,Nebraska,42.1159,-96.3667
Diamond City,Arkansas,36.4574,-92.9129
Búfalo,Puerto Rico,18.4166,-66.5749
Henderson,Minnesota,44.5278,-93.9091
Pinesdale,Montana,46.3339,-114.2232
Aurelia,Iowa,42.7131,-95.4368
Ferguson,Kentucky,37.0632,-84.5922
Afton,Iowa,41.0276,-94.1953
Auburn,New Jersey,39.6969,-75.3561
Entiat,Washington,47.678,-120.2175
Hoonah,Alaska,58.1118,-135.4248
Red Butte,Wyoming,42.8051,-106.434
Forest Park,Oklahoma,35.5096,-97.4469
Waterloo,California,38.0365,-121.1846
Dorchester,Wisconsin,45.0025,-90.3308
Humboldt,Nebraska,40.1658,-95.9443
Chicora,Pennsylvania,40.9505,-79.7401
Schroon Lake,New York,43.8345,-73.7647
Pine River,Minnesota,46.7224,-94.3974
Dammeron Valley,Utah,37.3042,-113.6658
Hulmeville,Pennsylvania,40.1421,-74.9075
Alamo,New Mexico,34.4184,-107.5125
Craigsville,Virginia,38.0838,-79.3853
Seiling,Oklahoma,36.1556,-98.9304
Shipshewana,Indiana,41.6743,-85.5765
Dayton,Iowa,42.2622,-94.0711
Osino,Nevada,40.9409,-115.6607
Cherokee,Alabama,34.7577,-87.967
South New Castle,Pennsylvania,40.9748,-80.3456
Flanagan,Illinois,40.8771,-88.8596
Crofton,Nebraska,42.7315,-97.4986
Elkton,South Dakota,44.2351,-96.4794
Horine,Missouri,38.2669,-90.4325
Athens,Wisconsin,45.0349,-90.0792
Golden Valley,Nevada,39.6178,-119.8231
Healy,Alaska,63.9454,-149.0151
Chapmanville,West Virginia,37.9727,-82.0215
Arapaho,Oklahoma,35.5778,-98.9592
Stephens,Arkansas,33.4221,-93.067
McAlisterville,Pennsylvania,40.6381,-77.273
Log Cabin,Texas,32.223,-96.0223
Roy,Washington,46.997,-122.5423
New Salem,North Dakota,46.8431,-101.4178
Highland,Wisconsin,43.0475,-90.3801
Branford,Florida,29.9623,-82.9243
Frederica,Delaware,39.0081,-75.4667
Westphalia,Michigan,42.9303,-84.7981
Cayuco,Puerto Rico,18.2922,-66.7348
Angel Fire,New Mexico,36.3821,-105.2718
Nortonville,Kentucky,37.186,-87.4556
Hotevilla-Bacavi,Arizona,35.9225,-110.6569
Tom Bean,Texas,33.52,-96.4844
East Butler,Pennsylvania,40.8788,-79.8473
Sweetwater,New Jersey,39.617,-74.6415
Bulls Gap,Tennessee,36.2615,-83.0788
Shellsburg,Iowa,42.0929,-91.8712
Copan,Oklahoma,36.9004,-95.9253
Pleasantville,Ohio,39.8098,-82.5223
Baltic,Ohio,40.4435,-81.701
Lakeview,Louisiana,32.5239,-93.8297
Concrete,Washington,48.537,-121.751
Pineville,Missouri,36.5756,-94.3916
Crescent Beach,Florida,29.7355,-81.2413
Napoleon,Michigan,42.1658,-84.2416
Ridgecrest,Louisiana,31.6018,-91.5304
Quinter,Kansas,39.0666,-100.2347
Lakeside,Iowa,42.6174,-95.1775
Decaturville,Tennessee,35.5819,-88.1195
Napanoch,New York,41.753,-74.3724
Biron,Wisconsin,44.4281,-89.766
Lobelville,Tennessee,35.7508,-87.7958
Avella,Pennsylvania,40.2737,-80.4672
Walhalla,North Dakota,48.9211,-97.9176
Beaverdale,Iowa,40.8539,-91.2072
Warrenton,North Carolina,36.3995,-78.1575
Poca,West Virginia,38.4748,-81.8119
Mount Crested Butte,Colorado,38.9083,-106.9606
Gassaway,West Virginia,38.6702,-80.7717
Rougemont,North Carolina,36.221,-78.9207
Minatare,Nebraska,41.8111,-103.5017
Rockford,Iowa,43.0524,-92.9477
North English,Iowa,41.5168,-92.0777
Powers,Oregon,42.8859,-124.0734
Lumberport,West Virginia,39.3741,-80.3484
Vassar,Kansas,38.6495,-95.6114
Kivalina,Alaska,67.733,-164.5212
Komatke,Arizona,33.2953,-112.1615
Dixonville,Pennsylvania,40.7151,-79.0105
Maud,Oklahoma,35.1334,-96.778
Hannawa Falls,New York,44.6016,-74.9738
Elliott,Mississippi,33.6913,-89.7525
White,Georgia,34.2823,-84.7481
Van Buren,Indiana,40.6157,-85.5039
Sonora,Kentucky,37.5319,-85.8947
Fort Gaines,Georgia,31.6238,-85.0528
Doniphan,Nebraska,40.7742,-98.3708
Sharon Springs,Kansas,38.8943,-101.7511
Bridger,Montana,45.2946,-108.9167
East Barre,Vermont,44.15,-72.4498
Greers Ferry,Arkansas,35.5674,-92.1688
Menan,Idaho,43.7218,-111.9925
Hingham,Wisconsin,43.6465,-87.9151
Mississippi Valley State University,Mississippi,33.5172,-90.3444
Morehouse,Missouri,36.8463,-89.6911
Correctionville,Iowa,42.4775,-95.7831
Rafael Hernández,Puerto Rico,18.4718,-67.0787
Mounds,Illinois,37.1145,-89.2023
Rocksprings,Texas,30.0172,-100.2128
Woodbury,Georgia,32.9849,-84.5819
Walnut Grove,Alabama,34.0641,-86.2863
Running Y Ranch,Oregon,42.2751,-121.8747
Whitewood,South Dakota,44.4617,-103.6381
Rio,Florida,27.216,-80.2401
Santa Susana,California,34.2586,-118.6642
Quogue,New York,40.8215,-72.5987
Cedar Flat,California,39.2101,-120.0965
Olmito,Texas,26.0233,-97.5379
Wild Rose,Wisconsin,44.1788,-89.2442
Dunkerton,Iowa,42.5678,-92.1609
Doerun,Georgia,31.3218,-83.917
South Fork,Pennsylvania,40.3635,-78.7919
Alto,California,37.9056,-122.5186
Cluster Springs,Virginia,36.6128,-78.9221
Pawnee City,Nebraska,40.1106,-96.153
Lake Nebagamon,Wisconsin,46.512,-91.6995
Odessa,Washington,47.3326,-118.6894
New Washington,Ohio,40.9604,-82.8547
Rand,West Virginia,38.2818,-81.5653
Orebank,Tennessee,36.556,-82.4642
Deltaville,Virginia,37.5525,-76.3331
Cheyenne Wells,Colorado,38.8192,-102.3521
Altus,Arkansas,35.4468,-93.7644
Balsam Lake,Wisconsin,45.4585,-92.4528
El Rito,New Mexico,36.338,-106.1844
Washingtonville,Ohio,40.8991,-80.7678
Oregon,Missouri,39.9861,-95.1433
West Union,West Virginia,39.2963,-80.7751
Pabellones,Puerto Rico,18.4412,-66.2156
Cedar Key,Florida,29.146,-83.0388
Clarksville City,Texas,32.5329,-94.8946
Dufur,Oregon,45.4531,-121.1288
East Bank,West Virginia,38.2153,-81.4442
Keosauqua,Iowa,40.7347,-91.9604
Marion,South Dakota,43.4236,-97.2605
Ossineke,Michigan,44.9072,-83.4287
Sequoyah,Oklahoma,36.3798,-95.5969
Jefferson,South Carolina,34.6512,-80.3866
Milford,Texas,32.1214,-96.9498
Hondah,Arizona,34.086,-109.9149
Crab Orchard,Tennessee,35.9066,-84.8847
Richardton,North Dakota,46.8841,-102.3332
Falcon Lake Estates,Texas,26.8719,-99.2584
Palmer,Tennessee,35.3576,-85.5656
Norris Canyon,California,37.7457,-121.9881
Housatonic,Massachusetts,42.2487,-73.3626
La Farge,Wisconsin,43.5782,-90.6381
Hughes,Arkansas,34.9483,-90.4707
Eureka,South Dakota,45.7707,-99.6207
Elberfeld,Indiana,38.1617,-87.4482
Coyote Acres,Texas,27.7132,-98.1346
Tesuque,New Mexico,35.7487,-105.9209
Scio,Oregon,44.7046,-122.8508
Grimsley,Tennessee,36.2761,-84.997
Henry Fork,Virginia,36.9679,-79.871
Gulf Stream,Florida,26.4894,-80.0573
Talihina,Oklahoma,34.7523,-95.0409
Teton,Idaho,43.8871,-111.6723
New Union,Alabama,34.1422,-86.2218
Americus,Kansas,38.5066,-96.2615
Ostrander,Ohio,40.269,-83.2075
Lookingglass,Oregon,43.1848,-123.4999
Inkom,Idaho,42.7955,-112.2448
Chums Corner,Michigan,44.6767,-85.6564
Cleone,California,39.4928,-123.7812
Hewitt,Wisconsin,44.6425,-90.1048
Francesville,Indiana,40.9853,-86.8834
Groveton,New Hampshire,44.6048,-71.5201
Harold,Florida,30.6772,-86.831
Fostoria,Michigan,43.2492,-83.372
Wisner,Louisiana,31.9805,-91.6551
Cherry Tree,Oklahoma,35.7454,-94.6428
North Haven,New York,41.023,-72.314
Challis,Idaho,44.5055,-114.2281
Bethlehem,Georgia,33.9368,-83.7102
Keota,Iowa,41.3651,-91.9533
Earlville,Iowa,42.4827,-91.2702
Rutledge,Pennsylvania,39.901,-75.3274
Harris,Minnesota,45.5976,-92.9869
Bauxite,Arkansas,34.5602,-92.4989
Goldsboro,Pennsylvania,40.1542,-76.7515
Brooklyn,Michigan,42.1054,-84.2487
Moulton,Texas,29.5723,-97.1465
Dieterich,Illinois,39.0604,-88.3815
Thornton,California,38.2309,-121.4249
Greenevers,North Carolina,34.8271,-77.9251
Funkstown,Maryland,39.6068,-77.7053
Bonneau,South Carolina,33.3081,-79.9573
Williams Acres,New Mexico,35.4969,-108.8699
New Underwood,South Dakota,44.0987,-102.8405
Pray,Montana,45.415,-110.6533
Mount Tabor,New Jersey,40.8717,-74.4759
Arlington,Wisconsin,43.3351,-89.3726
Woodsburgh,New York,40.6216,-73.7068
Centerville,South Dakota,43.1165,-96.9596
Chappell,Nebraska,41.0913,-102.47
St. Ignatius,Montana,47.3187,-114.0956
Jefferson Heights,New York,42.2361,-73.8822
Victor,Iowa,41.7306,-92.2949
Otisville,Michigan,43.1661,-83.5247
Metolius,Oregon,44.5875,-121.176
New Hope,North Carolina,35.3774,-77.8923
Candlewood Shores,Connecticut,41.4811,-73.4379
Bloomfield,Nebraska,42.5984,-97.6481
Cole,Oklahoma,35.0992,-97.5663
Montgomery,Louisiana,31.6677,-92.8877
York Haven,Pennsylvania,40.1106,-76.7149
DeSales University,Pennsylvania,40.5382,-75.3782
Story,Wyoming,44.5731,-106.9142
Illiopolis,Illinois,39.8498,-89.2521
Lecompton,Kansas,39.0358,-95.3929
Henderson,Nebraska,40.78,-97.8117
Patagonia,Arizona,31.5436,-110.7478
Trinidad,Texas,32.1562,-96.1054
Forkland,Alabama,32.6489,-87.8671
Dayton,Wyoming,44.8733,-107.2624
Leroy,Alabama,31.4952,-87.969
Desha,Arkansas,35.7305,-91.6856
Tulelake,California,41.9533,-121.4751
Penryn,Pennsylvania,40.2016,-76.3675
Callender Lake,Texas,32.3675,-95.6983
Round Hill Village,Nevada,38.9937,-119.9233
Candelero Arriba,Puerto Rico,18.1016,-65.8342
Cut and Shoot,Texas,30.3403,-95.354
Seneca,Pennsylvania,41.377,-79.7073
Harleyville,South Carolina,33.213,-80.4478
Le Roy,Minnesota,43.5133,-92.5079
Keysville,Virginia,37.039,-78.4804
Worthing,South Dakota,43.33,-96.7683
South Canal,Ohio,41.1761,-80.9866
Brush Fork,West Virginia,37.2805,-81.245
Lake Panorama,Iowa,41.7199,-94.4026
Alden,Iowa,42.5115,-93.3805
Cameron,Arizona,35.8537,-111.4269
Newtown,South Carolina,34.4013,-79.3566
Dyer,Arkansas,35.4944,-94.1388
Gila Crossing,Arizona,33.2731,-112.1627
Salome,Arizona,33.7778,-113.606
Washington Boro,Pennsylvania,40.0017,-76.4671
Albany,Ohio,39.2245,-82.1975
Brinnon,Washington,47.6689,-122.9248
Frisco,Pennsylvania,40.8511,-80.268
Shabbona,Illinois,41.7654,-88.8845
Green Lake,Wisconsin,43.8441,-88.9561
Hoagland,Indiana,40.952,-84.9955
Hopewell Junction,New York,41.5805,-73.8103
Franklin,Nebraska,40.0966,-98.9514
Harlem,Montana,48.5318,-108.7847
Danville,Ohio,40.4473,-82.2612
McKinley Heights,Ohio,41.186,-80.7177
Baxter,Iowa,41.8252,-93.1525
Wilhoit,Arizona,34.4082,-112.6156
Rennerdale,Pennsylvania,40.4002,-80.1396
Kindred,North Dakota,46.6494,-97.0169
Millersburg,Kentucky,38.304,-84.145
Plantation,Kentucky,38.2834,-85.5936
Walthill,Nebraska,42.1489,-96.4929
Highfield-Cascade,Maryland,39.7136,-77.4946
Moores Hill,Indiana,39.1129,-85.0892
Thrall,Texas,30.5882,-97.2977
Candlewood Lake,Ohio,40.6214,-82.7764
Wilton,Alabama,33.0813,-86.8799
Arivaca Junction,Arizona,31.739,-111.0738
Cedar Grove,New Mexico,35.1788,-106.1728
Aplington,Iowa,42.5819,-92.8835
Jupiter Island,Florida,27.0451,-80.1101
Fairacres,New Mexico,32.3047,-106.8367
Aurora,Oregon,45.2284,-122.7573
Finzel,Maryland,39.7018,-78.952
Mountainaire,Arizona,35.0921,-111.6493
Potter Lake,Wisconsin,42.8195,-88.349
Annawan,Illinois,41.3958,-89.8882
Dryden,Virginia,36.7764,-82.9433
Dennisville,New Jersey,39.2018,-74.8217
Olin,Iowa,41.9978,-91.1417
Cullen,Louisiana,32.9699,-93.4464
Elk Run Heights,Iowa,42.4662,-92.2502
Elwood,New Jersey,39.5731,-74.7148
Weeki Wachee Gardens,Florida,28.5375,-82.6208
Bertrand,Missouri,36.9081,-89.45
Nauvoo,Illinois,40.5457,-91.3829
Matherville,Illinois,41.2594,-90.6055
Wishek,North Dakota,46.2554,-99.5546
Columbia,Alabama,31.2968,-85.1103
Racine,Ohio,38.9683,-81.9109
Little Rock,Minnesota,47.8667,-95.106
French Settlement,Louisiana,30.3156,-90.8031
Efland,North Carolina,36.0806,-79.1718
Lanesboro,Minnesota,43.7171,-91.9719
Clarkfield,Minnesota,44.7907,-95.8079
Lake Waukomis,Missouri,39.2306,-94.6386
Dorris,California,41.9644,-121.9205
McBee,South Carolina,34.467,-80.2571
Greenleaf,Idaho,43.6753,-116.821
Riverpoint,Washington,47.4842,-121.7151
Cooperstown,North Dakota,47.4451,-98.1259
Toksook Bay,Alaska,60.5333,-165.1557
Alcorn State University,Mississippi,31.8804,-91.1407
Big Point,Mississippi,30.5905,-88.4846
Bechtelsville,Pennsylvania,40.371,-75.6307
Port Orford,Oregon,42.7497,-124.4973
Glenvar,Virginia,37.276,-80.1257
Riceville,Iowa,43.362,-92.5538
Piedmont,West Virginia,39.4778,-79.0466
Roslyn Harbor,New York,40.8158,-73.6379
Sedan,Kansas,37.1284,-96.1848
Climax,Michigan,42.2383,-85.336
Cottondale,Florida,30.7891,-85.3644
Papaikou,Hawaii,19.7917,-155.0963
Hot Sulphur Springs,Colorado,40.0748,-106.1032
Littleville,Alabama,34.595,-87.6719
Zia Pueblo,New Mexico,35.52,-106.7149
Johnson Park,California,40.9212,-121.6295
Knappa,Oregon,46.1694,-123.5822
Fort Braden,Florida,30.4308,-84.5346
Grantwood Village,Missouri,38.5509,-90.3532
Burlingame,Kansas,38.7517,-95.8351
Clyde,Kansas,39.5918,-97.4003
Cissna Park,Illinois,40.567,-87.8922
Harrison,Illinois,37.7979,-89.3364
Coahoma,Texas,32.2956,-101.3089
Walworth,New York,43.1396,-77.2793
Edgemont,South Dakota,43.2973,-103.8323
Drexel,Missouri,38.5005,-94.6025
Onamia,Minnesota,46.0703,-93.6669
Laurel,New York,40.9728,-72.556
Shiocton,Wisconsin,44.4449,-88.5768
White Lake,North Carolina,34.6418,-78.4969
Brantleyville,Alabama,33.2196,-86.882
Richfield,North Carolina,35.4716,-80.2586
Millerton,New York,41.9534,-73.5113
Colcord,Oklahoma,36.2647,-94.6923
Carlsborg,Washington,48.0842,-123.1697
Alger,Ohio,40.7096,-83.8441
Loma Linda,Missouri,36.9858,-94.5922
Perryville,Kentucky,37.6494,-84.9513
Casper Mountain,Wyoming,42.7416,-106.3082
St. Nazianz,Wisconsin,44.0067,-87.9246
Westbrook,Minnesota,44.0422,-95.4374
McCloud,California,41.2541,-122.1361
Ashland Heights,South Dakota,44.1293,-103.1286
Rolling Hills,Kentucky,38.2825,-85.5784
Hayden,Indiana,38.9714,-85.739
Newell,Iowa,42.6097,-95.004
Atwater,Ohio,41.0258,-81.16
Lucama,North Carolina,35.6449,-78.0076
Butte Valley,California,39.6571,-121.6363
Lenkerville,Pennsylvania,40.5327,-76.9594
Wickliffe,Oklahoma,36.312,-95.1074
Ogden,Illinois,40.115,-87.9563
Groveton,Texas,31.0572,-95.1268
Crosswicks,New Jersey,40.1439,-74.6409
Bath,West Virginia,39.6247,-78.2275
Lebec,California,34.845,-118.8992
Lamboglia,Puerto Rico,17.9847,-65.9859
Allgood,Alabama,33.9064,-86.5178
Bradenton Beach,Florida,27.4651,-82.6958
Raleigh,Florida,29.4479,-82.468
Clark Fork,Idaho,48.1472,-116.1768
Mountain Mesa,California,35.6411,-118.4047
Kingston,Ohio,39.4722,-82.9121
Barker Ten Mile,North Carolina,34.6825,-78.9889
Billings,Missouri,37.0641,-93.5551
Butte des Morts,Wisconsin,44.1058,-88.6564
Togiak,Alaska,59.0693,-160.4728
Belmont,New York,42.2226,-78.0327
Ponemah,Minnesota,48.0348,-94.8983
Arbon Valley,Idaho,42.8847,-112.5942
Russellville,Tennessee,36.258,-83.1966
New Holland,Ohio,39.5544,-83.2595
Lake Kathryn,Florida,29.0072,-81.4906
Pine Hill,Alabama,31.9859,-87.5872
Dolores,Colorado,37.4741,-108.4998
King City,Missouri,40.0505,-94.5252
Darlington,Indiana,40.1074,-86.7769
Geyserville,California,38.7173,-122.9034
Blue Hill,Nebraska,40.3328,-98.4483
Auburndale,Wisconsin,44.6266,-90.0144
Monte Rio,California,38.4684,-123.0148
Springer,New Mexico,36.3623,-104.5997
Norborne,Missouri,39.3024,-93.6759
Morgan,Minnesota,44.4158,-94.9248
Garrett Park,Maryland,39.036,-77.0934
Beauxart Gardens,Texas,29.9585,-94.0354
Esperanza,Puerto Rico,18.1021,-65.4798
Harwick,Pennsylvania,40.5562,-79.8054
Pocahontas,Illinois,38.8234,-89.5394
Petersburg,Texas,33.871,-101.5974
Wedowee,Alabama,33.3078,-85.4864
Perrysville,Ohio,40.6584,-82.3144
Meredosia,Illinois,39.8308,-90.5569
Braceville,Illinois,41.228,-88.2464
Parcelas Peñuelas,Puerto Rico,18.0059,-66.3475
Seabrook Beach,New Hampshire,42.885,-70.8234
Bradley,Maine,44.9127,-68.6246
North Irwin,Pennsylvania,40.3389,-79.7114
Ringling,Oklahoma,34.1772,-97.5915
Merrill,Michigan,43.4091,-84.3345
Lumpkin,Georgia,32.0487,-84.7981
Oxford,Maryland,38.685,-76.1702
Caldwell,Kansas,37.035,-97.6089
Beaumont,Mississippi,31.1707,-88.9252
Roby,Texas,32.746,-100.3795
Madison,Arkansas,35.0193,-90.7317
Ballard,California,34.6395,-120.1091
Glenwillow,Ohio,41.3608,-81.4727
Inwood,Iowa,43.3092,-96.4344
Russia,Ohio,40.2341,-84.4076
Lake Tapawingo,Missouri,39.0195,-94.3132
Augusta,Michigan,42.3378,-85.3525
Silverado,California,33.7482,-117.6285
Galeton,Pennsylvania,41.7338,-77.6454
Pinon,Arizona,36.0992,-110.2209
Absarokee,Montana,45.5242,-109.4473
Levan,Utah,39.5561,-111.8607
Greenview,Illinois,40.0849,-89.7406
Seabeck,Washington,47.6436,-122.8222
Black Rock,Arkansas,36.107,-91.1074
Wayne Lakes,Ohio,40.0216,-84.6625
Colfax,Indiana,40.1944,-86.6673
Paullina,Iowa,42.9798,-95.6835
Oppelo,Arkansas,35.1003,-92.7733
New Florence,Missouri,38.9092,-91.4529
Bethel Springs,Tennessee,35.2342,-88.6131
La Union,New Mexico,31.9508,-106.6622
Sadsburyville,Pennsylvania,39.983,-75.8937
Winnebago,Nebraska,42.2383,-96.4716
McCammon,Idaho,42.6504,-112.1901
Grand Isle,Louisiana,29.2135,-90.0308
Shueyville,Iowa,41.8462,-91.6513
Fairton,New Jersey,39.3758,-75.213
Jonestown,Mississippi,34.3222,-90.4541
Page Park,Florida,26.5782,-81.8614
Chassell,Michigan,47.0316,-88.5285
Blades,Delaware,38.6353,-75.6024
Plantersville,Mississippi,34.2103,-88.6655
Kenesaw,Nebraska,40.6189,-98.6576
Dennis,Texas,32.6057,-97.9359
Abbottstown,Pennsylvania,39.8843,-76.9888
Valley View,Texas,33.4859,-97.1601
Hallock,Minnesota,48.7659,-96.9427
Chamita,New Mexico,36.0706,-106.0974
Inyokern,California,35.6546,-117.8213
Huttig,Arkansas,33.0418,-92.1818
Greenleaf,Wisconsin,44.317,-88.0972
Lasara,Texas,26.4635,-97.9087
Whiting,Iowa,42.1272,-96.1507
